818051	Peak_23845
818051	Peak_54490
818051	Peak_67130
904299	Peak_22173
904814	Peak_22173
904299	Peak_39088
904814	Peak_39088
923982	Peak_21162
1122284	Peak_20098
1158176	Peak_233916
1158176	Peak_24251
1158176	Peak_62286
1158176	Peak_8947
1208207	Peak_223436
1208207	Peak_39962
1362059	Peak_37551
1430253	Peak_28508
1430253	Peak_33336
1430253	Peak_40715
1433282	Peak_59235
1434331	Peak_22309
1504809	Peak_58833
1504809	Peak_78587
1505348	Peak_153154
1505348	Peak_33133
1630991	Peak_101843
1631434	Peak_101843
1630991	Peak_33652
1631434	Peak_33652
1782115	Peak_100741
1782115	Peak_78655
1782115	Peak_94809
1908433	Peak_10207
1908433	Peak_207703
1908433	Peak_31010
1908433	Peak_7738
2213949	Peak_11612
2213949	Peak_75415
2311523	Peak_28978
2314373	Peak_75451
2315277	Peak_250432
2314905	Peak_250432
2315277	Peak_54121
2314905	Peak_54121
2545942	Peak_25612
2545942	Peak_40005
2546877	Peak_53716
2548098	Peak_47826
2548702	Peak_34332
2548985	Peak_34332
2585308	Peak_35300
2585308	Peak_36517
3747586	Peak_12580
4970870	Peak_32117
4970870	Peak_46374
4970870	Peak_76073
6743205	Peak_21456
6743205	Peak_229246
6743205	Peak_68410
8047377	Peak_65483
8061262	Peak_36338
8063673	Peak_102260
8063673	Peak_58653
8077095	Peak_51752
8078170	Peak_90534
8083116	Peak_39862
8117002	Peak_81082
8121085	Peak_5979
8121505	Peak_5979
8121085	Peak_75448
8121505	Peak_75448
8133230	Peak_47074
8133665	Peak_26277
8134085	Peak_26277
8133665	Peak_9687
8134085	Peak_9687
8169466	Peak_11975
8170054	Peak_11975
8169466	Peak_147137
8170054	Peak_147137
8169466	Peak_74754
8170054	Peak_74754
8169466	Peak_98776
8170054	Peak_98776
8174398	Peak_43134
8189923	Peak_35807
8197796	Peak_46512
8202137	Peak_9679
8202137	Peak_9963
8204507	Peak_102209
8217010	Peak_42307
8217010	Peak_63932
8239031	Peak_68348
8239158	Peak_68348
8239647	Peak_62058
8848669	Peak_5768
8889466	Peak_61552
8890002	Peak_10970
8890529	Peak_10970
8890002	Peak_47055
8890529	Peak_47055
8986159	Peak_13685
8986356	Peak_13685
9149889	Peak_152929
9181594	Peak_232592
9181594	Peak_72043
9181939	Peak_175139
9181939	Peak_201044
9371380	Peak_27858
9371380	Peak_32932
9375941	Peak_65058
9376473	Peak_10571
9376473	Peak_84482
9376473	Peak_91989
9384446	Peak_110940
9384730	Peak_19761
9388862	Peak_72145
9412854	Peak_27737
9412854	Peak_99910
9413583	Peak_151966
9413583	Peak_174914
9413583	Peak_52488
9428570	Peak_3604
9429363	Peak_3604
9438637	Peak_94796
9441579	Peak_143744
9441579	Peak_86099
9467084	Peak_47179
9825439	Peak_150271
9825439	Peak_25304
9835837	Peak_17596
9835837	Peak_28817
10387870	Peak_62490
10635481	Peak_79411
10635481	Peak_84479
10636008	Peak_40788
10866939	Peak_27481
10866939	Peak_78705
11732038	Peak_12942
11732038	Peak_66325
11918789	Peak_22027
12161732	Peak_43657
12162133	Peak_43657
12518778	Peak_16142
12518778	Peak_74595
12518778	Peak_78903
12539985	Peak_16044
12539985	Peak_18934
12541553	Peak_90912
12548777	Peak_43456
12548777	Peak_48463
12548777	Peak_61720
12556273	Peak_64392
12556273	Peak_8479
12619272	Peak_43494
12619868	Peak_27113
13540804	Peak_12907
13543983	Peak_67643
14304849	Peak_23208
14304849	Peak_38914
14486959	Peak_85703
14517119	Peak_71541
14517618	Peak_71541
15243191	Peak_21436
15603767	Peak_25004
15603767	Peak_7472
15603767	Peak_79002
15683363	Peak_92956
15799114	Peak_46503
15799492	Peak_40011
15800243	Peak_175451
15800243	Peak_43852
16012786	Peak_53350
16013269	Peak_29064
16175626	Peak_18019
16175626	Peak_263756
16175626	Peak_49888
16181541	Peak_66452
16181541	Peak_6920
16181541	Peak_71343
16217030	Peak_3477
16217660	Peak_3477
16217030	Peak_39071
16217660	Peak_39071
16244252	Peak_127499
16244252	Peak_44950
16498498	Peak_131540
16498498	Peak_55412
16498498	Peak_70875
16498498	Peak_9248
16644940	Peak_22783
16644940	Peak_56978
16644940	Peak_8619
16725249	Peak_30187
16725249	Peak_47131
17502373	Peak_16070
17502373	Peak_92145
17531602	Peak_5586
17531928	Peak_5586
18962504	Peak_207835
18962504	Peak_36462
19010770	Peak_18056
19505390	Peak_65443
19505390	Peak_76552
19529595	Peak_63709
19532516	Peak_44023
19563484	Peak_104502
19563484	Peak_52819
20110932	Peak_17121
20152167	Peak_21583
20152167	Peak_226818
20178450	Peak_207578
20178450	Peak_21579
20183746	Peak_12743
20183746	Peak_152655
20477814	Peak_147664
21673257	Peak_25061
21942984	Peak_40337
21943283	Peak_40337
21944344	Peak_102182
21956784	Peak_55731
22026271	Peak_10902
22026271	Peak_35441
22026271	Peak_58576
22026271	Peak_6249
